국가,구분,분야,제목,본문1,본문2,본문3,영문제목,영문본문1,영문본문2,영문본문3,출처,링크,날짜
인도네시아,수원국,보건,수십명의 동자카르타 학생이 무료 급식 섭취 후 집단 식중독 증세로 입원,"지난주 동자카르타 두렌 사윗(Duren Sawit) 지역의 4개 서로 다른 학교 학생 최소 72명이 정부의 '무료 영양 급식' 프로그램을 통해 배정된 학교 급식을 먹고 식중독 증세를 보임. 이로 인해 식품 안전 기준을 충족하지 못한 해당 급식 조리 시설(SPPG Pondok Kelapa II)은 즉각 폐쇄 조치됨. 해당 조리소는 지난 목요일 오후, 스파게티, 미트볼, 두부 스크램블 에그, 혼합 채소, 딸기로 구성된 도시락을 섭취한 직후 여러 학생이 메스꺼움, 설사, 복통을 호소한다는 보고를 처음 접수함.","자카르타 주정부는 토요일, 해당 조리소에서 배부된 급식이 두렌 사윗 지역의 국립 고등학교(SMAN 91) 및 국립 초등학교(SDN Pondok Kelapa 01, 07, 09) 학생 72명에게 식중독을 일으켰음을 확인하였음. 일요일 기준으로 해당 학생들은 시립 두렌 사윗 병원과 동자카르타 소재 사립 병원 두 곳에서 여전히 치료를 받는 중임. 무료 급식 프로그램을 관리하는 국가영양청(BGN)은 식품 안전 및 폐수 처리 기준 미달을 이유로 해당 조리 시설을 무기한 폐쇄 조치하였음.","해당 기관은 이번 식중독 사고의 원인이 조리와 배식 시간 사이의 결정적인 지연에 있다고 보고, 이러한 시간 차가 배포된 음식의 질을 저하시켜 결국 학생들의 건강 문제를 유발했다고 주장함. 나닉 수다랴티 데양(Nanik Sudaryati Deyang) 국가영양청(BGN) 부청장은 토요일 성명을 통해 ""이번 사건에 대해 사과드리며, 본 기관이 모든 병원 치료비를 전액 부담할 것""이라고 발표함. 또한 나닉 부청장은 일요일 자카르타 포스트와의 인터뷰에서 BGN이 규정 준수 여부를 확인하기 위해 무료 급식소들에 대한 정기적인 점검을 지속해왔음을 덧붙임.",Dozens of children hospitalized in East Jakarta after eating free school meals,"A t least 72 children from four different schools in Duren Sawit, East Jakarta have shown symptoms of food poisoning after consuming school lunches prepared under the government's free nutritious meal program last week, prompting the shutdown of the participating kitchen due to failure to meet food safety standards. The kitchen in question, the Nutrition Fulfillment Service Unit (SPPG) Pondok Kelapa II in Duren Sawit, first received reports of several students suffering from nausea, diarrhea and stomachache on Thursday afternoon shortly after consuming packaged meals consisting of spaghetti, meatballs, scrambled egg tofu, mixed vegetables and strawberries.","The Jakarta provincial administration later confirmed on Saturday that meals distributed by the kitchen had caused food poisoning in 72 students from state senior high school SMAN 91 and state elementary schools SDN Pondok Kelapa 01, 07 and 09 in Duren Sawit. As of Sunday, the students were still receiving medical treatment at city-owned Duren Sawit hospital and two private hospitals in East Jakarta. The National Nutrition Agency (BGN), which manages the free meals program, has since shut down the kitchen indefinitely due to a failure to meet the standards for food safety and wastewater treatment.","The agency linked the food poisoning incident to a critical delay between preparation and serving time, arguing that the lapse allowed the quality of the distributed meals to worsen and ultimately triggered health issues among the students. “We apologize for this incident. The agency will also cover all the hospital treatment costs,” BGN deputy head Nanik Sudaryati Deyang said in a statement on Saturday. Nanik told The Jakarta Post on Sunday that the agency had been regularly conducting inspections at free meals program kitchens to ensure compliance. ",TheJakartaPost,https://www.thejakartapost.com/indonesia/2026/04/06/dozens-of-children-hospitalized-in-east-jakarta-after-eating-free-school-meals.html?utm_source=(direct)&utm_medium=channel_jakarta,2026-04-06
인도네시아,수원국,보건,"보건부, 홍역 환자 93% 감소 발표… 의료진 보호 강화 및 지속적 경계 촉구","인도네시아 보건부는 2026년 3월 말 기준 홍역 환자 수가 연초 대비 약 93% 감소했다고 발표하며 이는 정부 주도의 대규모 예방접종 캠페인과 감염병 대응 강화의 성과로 평가된다고 밝힘. 제1주차 2,220명에서 제12주차 146명으로 급감하며 확산이 통제되고 있는 것으로 나타났으며 의심 환자 수도 감소세를 보이고 있음.",보건부는 ORI와 CUC 예방접종 프로그램을 중심으로 영유아 대상 면역 확대를 추진하고 있으며 일부 지역에서는 신규 환자 0명을 기록하는 등 성과가 나타나고 있음. 그러나 과거 환자 발생이 높았던 14개 주를 중심으로 지속적인 감시와 대응이 필요하다고 강조하며 감염병 확산 재발 가능성에 대비하고 있음.,한편 응급실 근무 중이던 25세 의사가 홍역으로 사망한 사례가 발생하면서 의료진 보호의 중요성이 부각되었으며 보건부는 전국 의료기관에 개인보호장비 착용과 감염관리 지침 강화를 지시함. 전문가들은 코로나19 기간 중 예방접종 공백이 이번 유행의 원인 중 하나라고 분석하며 의료진 면역 확보와 예방접종 지속 확대가 필요하다고 지적함.,Department of Health Announces 93% Reduction in Measles Cases... Strengthen protection of medical staff and urge continued vigilance,"The Indonesian Ministry of Health announced that measles cases had dropped by approximately 93% as of late March 2026 compared to the beginning of the year, attributing the decline to large-scale vaccination campaigns and strengthened disease control measures. Confirmed cases fell from 2,220 in week 1 to 146 in week 12, indicating significant progress in controlling the outbreak.","The government has expanded immunization coverage among children through ORI and CUC vaccination programs, with some regions reporting zero new cases. However, authorities stressed the need for continued monitoring in 14 high-risk provinces and warned of potential resurgence if vigilance is reduced.","A 25-year-old doctor died from measles after working consecutive emergency shifts, highlighting risks to healthcare workers. The Ministry of Health ordered stricter use of personal protective equipment and infection control measures nationwide. Experts noted that immunization gaps during the COVID-19 period contributed to the outbreak and emphasized the need to strengthen vaccination coverage and healthcare worker protection.",한인포스트,https://haninpost.com/archives/126223,2026-04-07
인도네시아,수원국,기후행동,인도네시아 4월부터 ‘고질라’ 엘니뇨 위협 경고… 극심한 가뭄·홍수 피해 우려,인도네시아 국가연구혁신원은 2026년 4월부터 이른바 ‘고질라’로 불리는 초강력 엘니뇨 현상이 발생할 가능성이 있다고 경고하며 양의 인도양 쌍극자 현상과 동시 발생할 경우 강수량 급감과 장기 건기로 이어질 수 있다고 밝힘. 이러한 복합 기후 현상은 인도네시아 전역에 걸쳐 가뭄 산불 농업 피해 등 광범위한 영향을 미칠 것으로 예상됨.,특히 자바 북부 해안 지역을 포함한 주요 농업 지대에서는 관개용 수자원 부족으로 쌀 생산 감소가 우려되며 이는 국가 식량안보에 직접적인 영향을 미칠 가능성이 제기됨. 또한 수마트라와 칼리만탄 지역에서는 건조하고 고온의 기후가 지속되며 대규모 산림 및 이탄지 화재 발생 위험이 크게 증가할 것으로 전망됨.,한편 술라웨시 말루쿠 등 일부 지역에서는 강수량 증가로 홍수와 산사태 위험이 확대될 것으로 예상되며 기상청은 4월부터 단계적으로 건기가 시작되어 8월에 절정에 이를 것으로 전망함. 전문가들은 수자원 관리 농업 적응 산불 예방 및 조기 경보 체계 구축 등 통합적이고 선제적인 대응 전략 마련이 필요하다고 강조함.,Indonesia warns of 'Godzilla' El Nino threat from April... Concerns over severe drought and flood damage,Indonesia’s National Research and Innovation Agency warned that a so called super El Nino may emerge from April 2026 and when combined with a positive Indian Ocean Dipole it could sharply reduce rainfall and prolong the dry season causing widespread drought wildfires and agricultural losses across the country,Major agricultural areas including the northern coast of Java are expected to face irrigation water shortages threatening rice production and national food security while prolonged dry and hot conditions in Sumatra and Kalimantan are likely to significantly increase the risk of large scale forest and peatland fires,In contrast some eastern regions such as Sulawesi and Maluku may experience increased rainfall leading to higher risks of floods and landslides and the meteorological agency projected the dry season to begin in April and peak in August experts stressed the need for integrated and proactive measures including water management agricultural adaptation wildfire prevention and early warning systems,한인포스트,https://haninpost.com/archives/126227,2026-04-07
인도네시아,수원국,농촌개발,"중동 분쟁 여파, 인도네시아 플라스틱 포장재 대란 식품 공급망 ‘적신호’",중동 지역 분쟁으로 인한 호르무즈 해협 봉쇄와 석유화학 원자재 공급 차질로 인도네시아 내 플라스틱 포장재 부족 현상이 심화되고 있으며 국영 식품기업 ID Food는 원자재 조달에 심각한 어려움을 겪고 있다고 밝혔음. 플라스틱 원료인 폴리에틸렌과 폴리프로필렌의 공급 지연으로 국내 생산이 크게 위축되며 식품 산업 전반에 구조적 영향을 미칠 가능성이 제기되고 있음.,현재 인도네시아 석유화학 산업은 국내 수요의 약 50에서 60퍼센트만 충당하고 나머지는 중동과 중국 등 수입에 의존하고 있어 글로벌 공급망 충격에 취약한 구조를 보이고 있음. 일부 생산업체는 원자재 부족으로 가동률이 3분의 1 수준으로 감소하거나 생산을 중단했으며 원자재 가격은 생산 단계에서 30에서 60퍼센트 상승하고 유통 단계에서는 최대 200에서 300퍼센트까지 급등하는 사례가 발생하고 있음.,플라스틱 포장재 부족은 쌀 식용유 설탕 등 주요 전략 식품의 유통과 정부 비축 식량 프로그램 운영에도 영향을 미칠 수 있으며 저가 식품 공급 정책에도 차질이 우려됨. 전문가들은 단기적으로 수입선 다변화와 비축 확대가 필요하며 중장기적으로는 국내 생산 역량 강화와 대체 포장재 개발 등 공급망 안정화를 위한 구조적 대응이 필요하다고 강조했음.,"Aftermath of Middle East conflict, Indonesia's plastic packaging chaos food supply chain 'red flag'",Indonesia is facing a severe shortage of plastic packaging materials due to supply disruptions caused by the Middle East conflict and the blockade of the Strait of Hormuz affecting petrochemical raw materials ID Food confirmed significant difficulties in sourcing polyethylene and polypropylene raising concerns over structural impacts on the national food industry,Indonesia’s petrochemical industry currently meets only 50 to 60 percent of domestic demand leaving heavy reliance on imports from the Middle East and China making the country vulnerable to global supply shocks production rates have dropped to one third in some facilities with shutdowns reported while prices have surged by 30 to 60 percent at production level and up to 200 to 300 percent in distribution markets,The shortage is expected to disrupt packaging and distribution of essential commodities including rice cooking oil and sugar as well as government food reserve programs and subsidized food distribution initiatives experts recommend diversifying import sources and increasing stockpiles in the short term while strengthening domestic production capacity and developing alternative packaging materials for long term supply chain resilience,한인포스트,https://haninpost.com/archives/126342,2026-04-08
인도네시아,수원국,도시,"정부, 세넨(Senen) 무허가 거주지 주민들을 위한 주택 건설 프로젝트 착수","정부는 지난달 말 프라보워 수비안토(Prabowo Subianto) 대통령이 방문하여 양질의 주거 환경 제공을 약속했던 중앙자카르타 세넨 지역 철도변 무허가 거주지 주민들을 위해 수백 채의 주택 건설을 시작함. 마루아라르 ""아라"" 시라이트(Maruarar ""Ara"" Sirait) 공공주택·정주부 장관은 이번 주 초 대통령궁에서 프라보워 대통령을 면담한 후, 중앙자카르타 크라맛(Kramat) 동에 위치한 국영 공항공사(PT Angkasa Pura) 소유의 1.6헥타르 부지에 총 324세대의 주택을 건설 중이라고 밝힘.","새로운 주택 부지는 과거 세넨(Senen) 거주지 인근에 위치하며, 이곳은 대통령궁 복합단지에서 동남쪽으로 약 4km 떨어진 가플록(Gaplok) 시장 뒤편 철로를 따라 수십 년간 임시 주택들이 늘어서 있던 곳임. 당초 해당 지역에 두 동의 저가형 아파트(rusun)를 건설하려던 계획이 있었으나, 정부는 결국 이 제안을 폐기하고 대신 약 470명의 인력을 투입하여 6월 중순까지 단독 주택 형태의 집들을 완공하기로 함.","국영 건설사 위자야 카리아(PT Wijaya Karya, WIKA)에 따르면, 각 가구는 20.2제곱미터의 바닥 면적을 가지며 침대 2개, 찬장, 선풍기를 포함할 예정임. 또한 주거 단지 내에는 공동 주방, 놀이터, 그리고 모스크 등의 편의 시설이 갖춰질 계획임.",Housing project launched for Senen shantytown dwellers,"The government has begun building hundreds of houses in Central Jakarta for residents of a shantytown in Senen, whose informal railside settlement was visited by President Prabowo Subianto late last month, when he pledged to provide them with decent housing. Public Housing and Settlements Minister Maruarar “Ara” Sirait said earlier this week, after meeting Prabowo at the State Palace, that a total of 324 housing units were under construction on a 1.6-hectare plot owned by state-owned airport operator PT Angkasa Pura in Kramat subdistrict, Central Jakarta. ","The new housing site is located near the former Senen settlement, where makeshift homes had for decades lined the tracks behind Gaplok Market, around 4 kilometers southeast of the Presidential Palace complex. Despite earlier plans to build two low-cost apartment towers (rusun) in the area, the government eventually scrapped the proposal and instead deployed around 470 workers to complete the houses by mid-June.","Each unit will have a floor space of 20.2 square meters and include two beds, a cupboard and a fan, according to state-owned construction firm PT Wijaya Karya (WIKA). The complex will also feature shared kitchens, a playground and a mosque. ",TheJakartaPost,https://www.thejakartapost.com/indonesia/2026/04/09/housing-project-launched-for-senen-shantytown-dwellers.html?utm_source=(direct)&utm_medium=channel_jakarta,2026-04-09
인도네시아,수원국,교통,"교통부 장관, 중국 영공 40일 폐쇄 대응… 국내 항공 노선 강화 및 요금 안정화 추진",인도네시아 정부는 중국 등 일부 국가의 영공 폐쇄 조치로 국제 항공 연결성이 위축되는 상황에 대응하여 국내 항공 부문 강화를 핵심 전략으로 추진하고 있음. 교통부는 글로벌 항공편 감소와 관광 수요 위축 가능성에 대비해 국내 시장을 중심으로 교통 체계의 안정성을 유지하겠다고 밝힘.,정부는 국제 유가 상승으로 인한 항공 비용 증가에도 불구하고 국내선 항공권 가격 상승을 제한하기 위해 일반석 기준 요금 인상 상한선을 9에서 13퍼센트로 설정하고 이를 초과하는 인상은 허용하지 않겠다는 방침을 밝힘. 이는 국민 이동권 보호와 소비자 부담 완화를 위한 조치로 해석됨.,정부는 과거 위기 상황에서 국내 시장이 경제와 관광을 지탱한 경험을 바탕으로 지역 간 항공 연결성 유지를 최우선 과제로 설정하고 있으며 항공사 및 관련 이해관계자들에게 글로벌 불확실성에 대한 대응 역량 강화를 촉구하고 있음. 이러한 조치는 국제 항공 수요 감소에 따른 경제적 충격을 완화하기 위한 대응 전략으로 평가됨.,Transport Minister responds to China's 40-day closure of airspace... Strengthening domestic air routes and stabilizing fares,The Indonesian government is strengthening its domestic aviation sector as a core strategy in response to reduced global air connectivity caused by airspace closures including China authorities aim to maintain transport system stability by relying on domestic demand amid declining international travel and tourism flows,Despite rising aviation fuel costs the government introduced a fare cap limiting domestic ticket price increases to between 9 and 13 percent aiming to protect consumer affordability and prevent excessive pricing by airlines,Drawing on past crises where domestic demand supported the economy the government is prioritizing regional connectivity and urging airlines and stakeholders to adapt to global uncertainty these measures are seen as efforts to mitigate economic impacts from reduced international air travel,한인포스트,https://haninpost.com/archives/126487,2026-04-14
인도네시아,수원국,교통,"트랜스자카르타, 막대한 경제적 효과와 가계 지출 절감 달성","최근 연구에 따르면, 자카르타 시 소유의 버스망인 트랜스자카르타의 확장은 가계 지출을 줄이는 동시에 보조금의 3배에 달하는 경제적 효과를 창출한 것으로 나타남. 2015년부터 2024년까지 투입된 23.1조 루피아의 보조금은 73.8조 루피아 규모의 국가 경제 생산을 유발함. 또한 2023년 기준 자카르타 시민들은 트랜스자카르타 이용을 통해 월평균 17만 4,400루피아를 절약한 것으로 집계됨.","트랜스 자카르타 네트워크는 이동 시간을 단축하고 위성도시까지 서비스 범위를 확대해 현재 하루 100만 명 이상이 이용하고 있음. 다만 이러한 성과에도 불구하고, 첫 이동 구간과 마지막 이동 구간(first- and last-mile) 연결성 부족으로 인해 잠재력이 충분히 발휘되지 못하고 있음. 분석가들은 시간 효율성이 여전히 다른 교통수단과의 경쟁력을 제한하는 핵심 요인이라고 지적함.","자카르타의 대중교통 투자는 여전히 제한적인 수준으로, 예산의 상당 부분을 이 분야에 배정하는 도시는 많지 않음. 연결성 문제는 자가용에서 대중교통으로의 전환을 가로막는 주요 장애 요인으로 남아 있음. 연구는 장기적인 재원 확보와 확장을 위해 보다 강력한 광역 통합이 필요하다고 강조하며, 토지 가치 포착(Land Value Capture) 방식 도입을 권고하고 있음.","Transjakarta delivers major economic gains, household savings","The expansion of the city-owned bus network Transjakarta has reduced household spending while generating economic returns worth three times its subsidy, according to a recent study. The Rp 23.1 trillion in subsidies allocated between 2015 and 2024 generated Rp 73.8 trillion in national economic output. Jakartans saved an average of Rp 174,400 per month in 2023 by using Transjakarta.","The network has reduced travel time and expanded services to satellite cities, now serving over 1 million passengers daily. Despite these gains, its full potential remains constrained by gaps in first- and last-mile connectivity. Analysts note that time efficiency remains a key factor limiting competitiveness with alternative transport options.","Public transit investment in Jakarta remains limited, with only a small number of cities allocating a significant share of their budget to the sector. Connectivity challenges continue to hinder a shift from private vehicles. The study emphasizes the need for stronger regional integration and recommends land value capture mechanisms to support long-term funding and expansion.",TheJakartaPost,https://www.thejakartapost.com/indonesia/2026/04/16/transjakarta-delivers-major-economic-gains-household-savings.html,2026-04-16
인도네시아,수원국,도시,"바탐시, 폐기물 문제 해결을 위해 폐기물 에너지화 기술 도입 검토","리아우 제도 바탐시 행정부는 폐기물 문제를 완화하기 위한 방안으로 폐기물 에너지화 발전소 도입을 검토하는 한편, 학술적 데이터 보강과 제3자 참여 확대도 함께 추진하고 있음. 자료에 따르면 바탐에서는 하루 800~1,300톤의 쓰레기가 발생함. 현재로서는 여러 구역으로 나뉜 49헥타르 규모의 텔라가 풍구르 최종처리장이 주요 처리 수단으로 활용되고 있음.","인구 증가로 매립지 수용 능력에 대한 압박이 커지면서, 시는 텔라가 풍구르의 잔여 부지를 활용하는 방안 등을 포함해 폐기물 에너지화 개발을 잠재적 해결책으로 검토하고 있음. 또한 당국은 노천 투기 방식의 대안으로, 플라즈마 기반의 무배출 소각로 도입도 고려 중임.","시는 민간 부문과의 협력 방식을 통해 폐기물 관리 개선을 추진하고 있으며, 최종 보고서는 5월에 나올 예정이고 관련 사업 입찰 준비도 진행 중임. 동시에 임시 적치장은 폐쇄형 시스템으로 전환될 예정인 반면, 주요 매립지는 여전히 노천 투기 방식에 의존하고 있음.",Batam studies waste-to-energy technology to tackle garbage problem ,"The Batam city administration in Riau Islands is studying a waste-to-energy power plant to help alleviate its waste problem in addition to strengthening academic data and third-party involvement.  Data show that Batam produces between 800 and 1,300 tonnes of garbage every day. Currently, Batam relies on the 49-hectare Telaga Punggur final dumping site, which is divided into several zones, as its main solution. ","With an increasing population, pressure on landfill capacity is rising, prompting the city to study waste-to-energy development as a potential solution, including the use of remaining land at Telaga Punggur. Authorities are also considering plasma emissionless incinerators as an alternative to open dumping.","The city is pursuing waste management improvements through a cooperation scheme with the private sector, with a final report expected in May and preparations underway for related project tenders. At the same time, temporary dumping sites are set to shift to closed systems, while the main landfill still relies on open dumping.",TheJakartaPost,https://www.thejakartapost.com/indonesia/2026/04/17/batam-studies-waste-to-energy-technology-to-tackle-garbage-problem.html,2026-04-17
인도네시아,수원국,에너지,"인도네시아, 대규모 천연가스·초경질유 매장지 발견","최근 이란 전쟁으로 석유 공급 차질을 겪는 인도네시아에서 대규모 천연가스 매장지가 발견돼 에너지 대외 의존도를 낮추는 데 도움이 될 것으로 전망됨. 21일(현지시간) 이탈리아 에너지기업 에니는 성명을 통해 인도네시아 보르네오섬 동칼리만탄주 해안에서 약 70㎞ 떨어진 해상의 '겔리가-1' 가스전에 5조 ft³규모의 천연가스가 매장돼 있는 것으로 추정된다고 발표했다. 여기에 3억 배럴 규모의 콘덴세이트도 함께 발견됨. 따라서 ""국내외 시장에 상당한 규모의 새로운 공급량을 확보할 수 있게 됐다""고 에니는 밝힘.","이번에 발견된 천연가스 매장량 규모는 미국 에너지정보청(EIA)이 집계한 2024년 기준 인도네시아의 확인된 전체 가스 매장량 33조8천억ft³의 약 15%에 해당함. 인도네시아 정부는 이번 발견으로 에니가 2028년에 하루 평균 20억ft³(2천 MMSCFD)의 천연가스를 생산하고 2030년에는 하루 평균 30억ft³까지 생산량을 늘릴 수 있을 것으로 예상함. 바흘릴 라하달리아 인도네시아 에너지광물자원부 장관은 ""이번 발견은 엄청난 규모""며 ""가스 외에도 2028년까지 약 9만 배럴의 콘덴세이트를 생산하고 2029∼2030년에는 15만 배럴까지 증가할 수 있을 것""이라고 전망했음. 인도네시아 정부는 앞으로 콘덴세이트 생산량이 늘어나면 석유 수입 수요를 상당히 줄일 수 있을 것으로 기대했음.","에니는 이번 가스전이 있는 보르네오섬 동해안에서 탐사 작업을 계속 진행, 올해 1곳, 내년 2곳을 추가 시추하고 앞으로 가스 생산량을 대폭 늘릴 계획임. 인도네시아는 1970년대만 해도 하루 원유 생산량이 100만 배럴 수준에 달한 원유 수출국이었으나, 이후 매장량 고갈과 투자 부진 등으로 생산량이 줄어들면서 수입국으로 바뀜. 액화천연가스(LNG) 분야에서는 아직 세계 6위의 공급국이지만, 원자재 데이터 분석업체 케이플러의 선박 추적 데이터에 따르면 작년 인도네시아의 LNG 순수출량은 2010년 대비 약 50% 감소했음. 국제에너지기구(IEA)에 따르면 천연가스는 2023년 기준 인도네시아 에너지 공급의 15.6%, 발전량의 12.9%를 차지했음.",Indonesia Discovers Massive Natural Gas and Ultra-Light Oil Reserves,"A massive natural gas reserve has been discovered in Indonesia, which is currently facing oil supply disruptions due to the recent Iran conflict. This discovery is expected to help reduce the country's dependence on energy imports. On the 21st (local time), the Italian energy company Eni announced in a statement that the 'Geligah-1' gas field, located approximately 70 km off the coast of East Kalimantan on Borneo Island, is estimated to hold 5 trillion cubic feet (tcf) of natural gas. Additionally, 300 million barrels of condensate were discovered alongside it. Eni stated, ""This allows us to secure a significant new supply for both domestic and international markets.""","The recently discovered natural gas reserves account for approximately 15% of Indonesia's total proven gas reserves (33.8 trillion cubic feet as of 2024, according to the EIA). The Indonesian government expects Eni to produce an average of 2 billion cubic feet (2,000 MMSCFD) of natural gas per day by 2028, increasing to 3 billion cubic feet per day by 2030. Bahlil Lahadalia, the Minister of Energy and Mineral Resources, described the discovery as ""massive,"" projecting that condensate production could reach 90,000 barrels per day by 2028 and up to 150,000 barrels by 2029–2030. The Indonesian government anticipates that increasing condensate production will significantly reduce the demand for oil imports.","Eni plans to continue exploration on the east coast of Borneo, drilling one more well this year and two more next year to significantly boost gas production. While Indonesia was a major oil exporter in the 1970s, producing 1 million barrels per day, it has since become a net importer due to depleting reserves and sluggish investment. Although still the world's 6th largest LNG supplier, Kpler data shows Indonesia's net LNG exports dropped by nearly 50% last year compared to 2010. According to the IEA, as of 2023, natural gas accounted for 15.6% of Indonesia's total energy supply and 12.9% of its electricity generation.",연합뉴스,https://n.news.naver.com/mnews/article/001/0016034678?sid=104,2026-04-21
인도네시아,수원국,인권,"22년간의 투쟁 끝에 인도네시아 가사 노동자들, 법적 지위 인정받다","인도네시아 의회는 가사노동자 보호를 위한 법을 통과시켰으며, 최초 발의된 지 20년 만에 이뤄진 것임. 약 420만 명의 가사노동자(그중 거의 90%가 여성)는 이제 법적으로 인정받고 건강보험, 휴일, 연금 등의 권리를 보장받게 됨. 또한 이 법은 취업알선업체의 임금 공제를 금지하고, 18세 미만 아동의 가사노동 고용을 금지함.","일부 노동자들은 법 통과 소식을 듣고 눈물을 흘리며, 이를 22년에 걸친 투쟁의 결과라고 말함. 해당 법안은 2004년에 처음 발의되었으나 반복적으로 지연되었고, 2020년에야 다시 논의가 재개됨. 규제 당국은 향후 1년 내에 구체적인 시행 규정을 마련할 예정임.","경제적으로 중요한 역할을 하고 있음에도 불구하고, 인도네시아의 많은 가사노동자들은 오랫동안 보호받지 못한 채 계약 없이 비공식적으로 고용되거나 낮은 임금과 장시간 노동에 시달렸으며, 일부는 12세라는 어린 나이에 노동에 종사하기도 함. 노동자들은 법 통과에 안도감을 표하며 이를 22년에 걸친 투쟁의 결과라고 설명함. 인권단체들은 이번 조치를 환영하면서도 고용주 대상의 인식 제고 등 추가적인 노력이 필요하다고 강조함. 또한 2021년부터 2024년까지 신체적 폭력과 정신적 학대를 포함한 3,300건 이상의 폭력 사례가 보고되는 등 여전히 해결해야 할 문제가 남아 있다고 지적함.",Domestic workers legally recognised in Indonesia after '22-year struggle',"Indonesia's parliament has passed a law to protect domestic workers more than 20 years after it was first introduced. Around 4.2 million workers—nearly 90% women—will now be legally recognized and entitled to health insurance, rest days and pensions. The law also bans wage deductions by placement agencies and prohibits hiring children under 18.","Some workers wept at the law’s passage, calling it the result of a 22-year struggle. First introduced in 2004, the bill faced repeated delays and was only revived in 2020. Regulators now have one year to prepare detailed implementation rules.","Despite their critical role in the economy, many domestic workers in Indonesia have long been unprotected, often working informally without contracts, with low pay, long hours, and even entering the workforce as young as 12. Workers expressed relief at the law’s passage, describing it as the result of a 22-year struggle. While rights groups welcomed the development, they stressed that further efforts are needed, including public education for employers. They also highlighted ongoing concerns, reporting more than 3,300 cases of violence between 2021 and 2024, including both physical violence and psychological abuse.",BBC,https://www.bbc.com/news/articles/c1mkvjkg10no,2026-04-22
인도네시아,수원국,물,팔렘방의 반복되는 홍수: 쓰레기만이 유일한 원인은 아니다,"최근 팔렘방에서 반복되는 홍수는 폭우와 더불어 도시의 주요 수로를 막고 있는 매트리스, 소파와 같은 대형 폐기물을 포함한 막대한 양의 쓰레기가 주요 원인인 것으로 파악됨. 이에 대응하여 지방 정부는 쓰레기 투기에 대해 엄격한 벌금과 사회봉사를 시행하고 있으며, 시민 단체들은 최근 잔해를 제거하고 대중의 인식을 높이기 위해 ""무시강 정화 활동""을 조직함. 그러나 매일 수백 톤의 쓰레기가 여전히 불법으로 투기되고 있어, 전문가들은 쓰레기 문제 해결도 필요하지만 반복되는 홍수 위기를 해결하기 위해서는 포괄적인 환경 관리 개혁이 필수적이라고 제언함.","Ratu Dewa 팔렘방 시장은 물고기 생물 다양성을 심각하게 감소시키고 도시의 배수 능력을 마비시킨 심각한 강 오염에 대처하기 위해 벌금과 사회봉사를 포함한 엄격한 새로운 제재를 도입하고 있음. 정부는 쓰레기 투기 처벌 외에도 법원 명령에 따른 환경 기준을 충족하기 위해 녹지 공간을 30%로 확대하고 최대 103개의 유수지를 건설하는 등 구조적 개혁을 추진할 법적 의무가 있음. 이러한 노력을 가속화하기 위해 장기적인 홍수 예방에 필수적인 수로 정비 및 준설을 위한 4,250억 루피아 규모의 인프라 프로젝트가 2026년 5월에 착수될 예정임.","팔렘방 정부는 하루 1,000톤의 쓰레기를 전기로 처리하고 도시 전체 쓰레기 부피를 80%까지 줄이도록 설계되어 완공을 앞둔 폐기물 에너지화 발전소(PLTSa)에 큰 기대를 걸고 있음. 그러나 환경 단체 Walhi는 이러한 기술적 해결책과 투기 제재가 녹지, 늪지, 강을 복원하라는 법원의 명령을 시장이 지속적으로 이행하지 않고 있는 근본 원인을 해결하지 못한다고 주장함. 궁극적으로 전문가들은 환경 거버넌스의 근본적인 개혁 없이는 천연 배수 시설의 축소와 해수면 상승이 결합되어 2060년까지 팔렘방이 침수될 수 있다고 경고함.",Palembang's Recurrent Floods: Trash Not the Only Cause,"Recent repeated flooding in Palembang has been largely attributed to heavy rainfall and massive amounts of garbage, including large items like mattresses and sofas, which block the city's vital waterways. In response, the local government is implementing strict fines and community service for littering, while community groups recently organized the ""Musi River Cleanup Action"" to remove debris and raise public awareness. However, with hundreds of tons of waste still dumped illegally every day, experts suggest that while addressing trash is necessary, comprehensive environmental management reform is required to solve the recurring flood crisis.","Palembang Mayor Ratu Dewa is introducing strict new sanctions, including fines and community service, to combat alarming river pollution that has severely reduced fish biodiversity and crippled the city's drainage capacity. In addition to penalizing littering, the government is legally mandated to pursue structural reforms like expanding green open spaces to 30% and building up to 103 retention ponds to meet court-ordered environmental standards. To accelerate these efforts, a Rp 425 billion infrastructure project will launch in May 2026 to normalize and deepen the waterways essential for long-term flood prevention.","The Palembang government is placing significant hope on the nearly completed Waste-to-Energy Power Plant (PLTSa), which is designed to process 1,000 tons of daily waste into electricity and reduce the city's total waste volume by 80 percent. However, environmental advocates from Walhi argue that these technical fixes and littering sanctions fail to address the root cause: the mayor’s ongoing failure to fulfill court-ordered mandates to restore green spaces, swamps, and rivers. Ultimately, experts warn that without a fundamental overhaul of environmental governance, the combination of shrinking natural drainage and rising sea levels could cause Palembang to sink by 2060.",Kompas.id,https://www.kompas.id/artikel/dianggap-penyebab-banjir-palembang-pembuang-sampah-sembarangan-akan-disanksi-uang-dan-kerja-sosial,2026-04-26
